coverage_id,policy_id,coverage_type,limit,deductible,premium_component
CV-0034770,P-006395,uninsured_motorist,25000.0,400,75.34
CV-0034771,P-006395,medical_payments,5000.0,400,77.01
CV-0034772,P-006396,dwelling,81457.17,500,31.48
CV-0034773,P-006396,other_structures,8145.72,500,94.6
CV-0034774,P-006396,personal_property,16291.43,1000,61.33
CV-0034775,P-006396,loss_of_use,8145.72,250,93.99
CV-0034776,P-006396,personal_liability,100000.0,1000,47.54
CV-0034777,P-006396,medical_payments,5000.0,250,99.32
CV-0034778,P-006397,liability_bi,50000.0,200,68.66
CV-0034779,P-006397,liability_pd,25000.0,200,47.63
CV-0034780,P-006397,collision,15000.0,400,22.92
CV-0034781,P-006397,comprehensive,15000.0,200,31.02
CV-0034782,P-006397,uninsured_motorist,25000.0,400,58.35
CV-0034783,P-006397,medical_payments,5000.0,400,41.77
CV-0034784,P-006398,building,774074.08,5000,362.33
CV-0034785,P-006398,contents,1759337.49,5000,217.0
CV-0034786,P-006398,business_interruption,309629.63,5000,392.38
CV-0034787,P-006398,equipment_breakdown,154814.82,2500,218.31
CV-0034788,P-006398,liability,250000.0,1000,245.52
CV-0034789,P-006399,liability_bi,50000.0,400,57.42
CV-0034790,P-006399,liability_pd,25000.0,400,28.3
CV-0034791,P-006399,collision,15000.0,400,59.21
CV-0034792,P-006399,comprehensive,15000.0,400,61.72
CV-0034793,P-006399,uninsured_motorist,25000.0,400,27.68
CV-0034794,P-006399,medical_payments,5000.0,800,24.43
CV-0034795,P-006400,dwelling,117882.2,1500,69.47
CV-0034796,P-006400,other_structures,11788.22,1000,119.76
CV-0034797,P-006400,personal_property,23576.44,1000,55.07
CV-0034798,P-006400,loss_of_use,11788.22,500,108.04
CV-0034799,P-006400,personal_liability,100000.0,500,39.64
CV-0034800,P-006400,medical_payments,5000.0,1500,88.77
CV-0034801,P-006401,liability_bi,50000.0,200,24.98
CV-0034802,P-006401,liability_pd,25000.0,200,24.65
CV-0034803,P-006401,collision,15000.0,200,52.78
CV-0034804,P-006401,comprehensive,15000.0,400,61.68
CV-0034805,P-006401,uninsured_motorist,25000.0,400,60.83
CV-0034806,P-006401,medical_payments,5000.0,200,73.57
CV-0034807,P-006402,dwelling,84355.97,250,43.35
CV-0034808,P-006402,other_structures,8435.6,500,48.12
CV-0034809,P-006402,personal_property,16871.19,500,93.62
CV-0034810,P-006402,loss_of_use,8435.6,500,93.63
CV-0034811,P-006402,personal_liability,100000.0,500,67.62
CV-0034812,P-006402,medical_payments,5000.0,500,57.27
CV-0034813,P-006403,liability_bi,50000.0,400,88.74
CV-0034814,P-006403,liability_pd,25000.0,800,57.15
CV-0034815,P-006403,collision,15000.0,400,77.13
CV-0034816,P-006403,comprehensive,15000.0,400,73.19
CV-0034817,P-006403,uninsured_motorist,25000.0,400,83.12
CV-0034818,P-006403,medical_payments,5000.0,200,96.21
CV-0034819,P-006404,personal_property,15000.0,100,23.29
CV-0034820,P-006404,liability,50000.0,100,26.23
CV-0034821,P-006404,loss_of_use,5000.0,250,16.33
CV-0034822,P-006405,liability_bi,50000.0,200,79.78
CV-0034823,P-006405,liability_pd,25000.0,800,64.89
CV-0034824,P-006405,collision,15000.0,200,38.03
CV-0034825,P-006405,comprehensive,15000.0,200,71.81
CV-0034826,P-006405,uninsured_motorist,25000.0,200,57.34
CV-0034827,P-006405,medical_payments,5000.0,200,52.13
CV-0034828,P-006406,dwelling,128309.3,1000,85.89
CV-0034829,P-006406,other_structures,12830.93,250,88.89
CV-0034830,P-006406,personal_property,25661.86,250,116.97
CV-0034831,P-006406,loss_of_use,12830.93,500,47.12
CV-0034832,P-006406,personal_liability,100000.0,1000,59.14
CV-0034833,P-006406,medical_payments,5000.0,500,66.34
CV-0034834,P-006407,dwelling,47768.12,500,78.58
CV-0034835,P-006407,other_structures,4776.81,1500,29.95
CV-0034836,P-006407,personal_property,9553.62,500,75.27
CV-0034837,P-006407,loss_of_use,4776.81,250,70.23
CV-0034838,P-006407,personal_liability,100000.0,1500,51.95
CV-0034839,P-006407,medical_payments,5000.0,500,30.97
CV-0034840,P-006408,liability_bi,50000.0,800,37.18
CV-0034841,P-006408,liability_pd,25000.0,200,101.34
CV-0034842,P-006408,collision,15000.0,200,70.56
CV-0034843,P-006408,comprehensive,15000.0,200,64.43
CV-0034844,P-006408,uninsured_motorist,25000.0,800,86.65
CV-0034845,P-006408,medical_payments,5000.0,200,98.86
CV-0034846,P-006409,liability_bi,50000.0,400,78.65
CV-0034847,P-006409,liability_pd,25000.0,200,32.64
CV-0034848,P-006409,collision,15000.0,200,53.96
CV-0034849,P-006409,comprehensive,15000.0,200,74.19
CV-0034850,P-006409,uninsured_motorist,25000.0,200,89.84
CV-0034851,P-006409,medical_payments,5000.0,0,85.88
CV-0034852,P-006410,dwelling,126023.83,250,112.94
CV-0034853,P-006410,other_structures,12602.38,250,106.65
CV-0034854,P-006410,personal_property,25204.77,250,77.74
CV-0034855,P-006410,loss_of_use,12602.38,500,85.45
CV-0034856,P-006410,personal_liability,100000.0,500,73.05
CV-0034857,P-006410,medical_payments,5000.0,500,39.76
CV-0034858,P-006411,liability_bi,50000.0,200,117.46
CV-0034859,P-006411,liability_pd,25000.0,0,38.27
CV-0034860,P-006411,collision,15000.0,400,61.5
CV-0034861,P-006411,comprehensive,15000.0,400,106.36
CV-0034862,P-006411,uninsured_motorist,25000.0,800,41.19
CV-0034863,P-006411,medical_payments,5000.0,200,106.35
CV-0034864,P-006412,liability_bi,50000.0,0,22.57
CV-0034865,P-006412,liability_pd,25000.0,200,46.29
CV-0034866,P-006412,collision,15000.0,200,52.54
CV-0034867,P-006412,comprehensive,15000.0,400,26.15
CV-0034868,P-006412,uninsured_motorist,25000.0,400,37.24
CV-0034869,P-006412,medical_payments,5000.0,400,62.43
CV-0034870,P-006413,building,478766.3,2500,160.97
CV-0034871,P-006413,contents,845569.83,1000,189.16
CV-0034872,P-006413,business_interruption,191506.52,2500,137.8
CV-0034873,P-006413,equipment_breakdown,95753.26,1000,111.63
CV-0034874,P-006413,liability,250000.0,2500,131.16
CV-0034875,P-006414,liability_bi,50000.0,200,18.49
CV-0034876,P-006414,liability_pd,25000.0,200,45.92
CV-0034877,P-006414,collision,15000.0,400,37.42
CV-0034878,P-006414,comprehensive,15000.0,200,45.87
CV-0034879,P-006414,uninsured_motorist,25000.0,200,65.75
CV-0034880,P-006414,medical_payments,5000.0,200,63.03
CV-0034881,P-006415,liability_bi,50000.0,400,55.79
CV-0034882,P-006415,liability_pd,25000.0,400,35.27
CV-0034883,P-006415,collision,15000.0,800,66.12
CV-0034884,P-006415,comprehensive,15000.0,400,46.48
CV-0034885,P-006415,uninsured_motorist,25000.0,400,45.79
CV-0034886,P-006415,medical_payments,5000.0,200,28.59
CV-0034887,P-006416,dwelling,132840.77,500,101.38
CV-0034888,P-006416,other_structures,13284.08,500,90.76
CV-0034889,P-006416,personal_property,26568.15,250,70.41
CV-0034890,P-006416,loss_of_use,13284.08,250,138.6
CV-0034891,P-006416,personal_liability,100000.0,500,55.12
CV-0034892,P-006416,medical_payments,5000.0,250,137.23
CV-0034893,P-006417,liability_bi,50000.0,200,61.34
CV-0034894,P-006417,liability_pd,25000.0,800,52.86
CV-0034895,P-006417,collision,15000.0,200,73.78
CV-0034896,P-006417,comprehensive,15000.0,200,39.08
CV-0034897,P-006417,uninsured_motorist,25000.0,400,68.08
CV-0034898,P-006417,medical_payments,5000.0,800,61.81
CV-0034899,P-006418,dwelling,43186.6,500,24.8
CV-0034900,P-006418,other_structures,4318.66,500,40.7
CV-0034901,P-006418,personal_property,8637.32,1000,27.07
CV-0034902,P-006418,loss_of_use,4318.66,500,47.43
CV-0034903,P-006418,personal_liability,100000.0,250,41.94
CV-0034904,P-006418,medical_payments,5000.0,500,40.05
CV-0034905,P-006419,personal_property,15000.0,500,33.16
CV-0034906,P-006419,liability,50000.0,250,18.49
CV-0034907,P-006419,loss_of_use,5000.0,250,36.45
CV-0034908,P-006420,dwelling,118320.85,500,67.25
CV-0034909,P-006420,other_structures,11832.08,250,84.25
CV-0034910,P-006420,personal_property,23664.17,1500,100.93
CV-0034911,P-006420,loss_of_use,11832.08,500,102.34
CV-0034912,P-006420,personal_liability,100000.0,1000,78.15
CV-0034913,P-006420,medical_payments,5000.0,500,105.03
CV-0034914,P-006421,dwelling,98024.09,1000,64.48
CV-0034915,P-006421,other_structures,9802.41,1000,37.06
CV-0034916,P-006421,personal_property,19604.82,500,90.12
CV-0034917,P-006421,loss_of_use,9802.41,500,90.42
CV-0034918,P-006421,personal_liability,100000.0,1000,75.88
CV-0034919,P-006421,medical_payments,5000.0,500,100.09
CV-0034920,P-006422,building,1265124.3,10000,374.99
CV-0034921,P-006422,contents,1933118.93,2500,457.57
CV-0034922,P-006422,business_interruption,506049.72,5000,188.82
CV-0034923,P-006422,equipment_breakdown,253024.86,1000,471.44
CV-0034924,P-006422,liability,250000.0,2500,515.64
CV-0034925,P-006423,liability_bi,50000.0,0,35.49
CV-0034926,P-006423,liability_pd,25000.0,400,64.3
CV-0034927,P-006423,collision,15000.0,200,26.48
CV-0034928,P-006423,comprehensive,15000.0,0,69.3
CV-0034929,P-006423,uninsured_motorist,25000.0,400,56.87
CV-0034930,P-006423,medical_payments,5000.0,200,48.5
CV-0034931,P-006424,personal_property,15000.0,100,29.56
CV-0034932,P-006424,liability,50000.0,250,28.03
CV-0034933,P-006424,loss_of_use,5000.0,250,21.26
CV-0034934,P-006425,liability_bi,50000.0,400,34.76
CV-0034935,P-006425,liability_pd,25000.0,200,84.23
CV-0034936,P-006425,collision,15000.0,800,48.26
CV-0034937,P-006425,comprehensive,15000.0,0,67.51
CV-0034938,P-006425,uninsured_motorist,25000.0,200,55.02
CV-0034939,P-006425,medical_payments,5000.0,200,37.13
CV-0034940,P-006426,dwelling,106975.68,250,93.65
CV-0034941,P-006426,other_structures,10697.57,250,49.56
CV-0034942,P-006426,personal_property,21395.14,1000,73.21
CV-0034943,P-006426,loss_of_use,10697.57,250,54.94
CV-0034944,P-006426,personal_liability,100000.0,250,109.77
CV-0034945,P-006426,medical_payments,5000.0,250,43.11
CV-0034946,P-006427,liability_bi,50000.0,200,22.72
CV-0034947,P-006427,liability_pd,25000.0,400,68.55
CV-0034948,P-006427,collision,15000.0,200,28.7
CV-0034949,P-006427,comprehensive,15000.0,0,64.32
CV-0034950,P-006427,uninsured_motorist,25000.0,400,64.2
CV-0034951,P-006427,medical_payments,5000.0,200,52.76
CV-0034952,P-006428,liability_bi,50000.0,0,98.18
CV-0034953,P-006428,liability_pd,25000.0,400,75.59
CV-0034954,P-006428,collision,15000.0,200,57.06
CV-0034955,P-006428,comprehensive,15000.0,400,33.73
CV-0034956,P-006428,uninsured_motorist,25000.0,800,66.41
CV-0034957,P-006428,medical_payments,5000.0,400,90.81
CV-0034958,P-006429,dwelling,95162.19,1500,100.81
CV-0034959,P-006429,other_structures,9516.22,1500,89.39
CV-0034960,P-006429,personal_property,19032.44,1500,70.64
CV-0034961,P-006429,loss_of_use,9516.22,500,106.35
CV-0034962,P-006429,personal_liability,100000.0,500,113.78
CV-0034963,P-006429,medical_payments,5000.0,500,46.49
CV-0034964,P-006430,liability_bi,50000.0,0,50.06
CV-0034965,P-006430,liability_pd,25000.0,800,87.23
CV-0034966,P-006430,collision,15000.0,200,102.88
CV-0034967,P-006430,comprehensive,15000.0,400,96.39
CV-0034968,P-006430,uninsured_motorist,25000.0,200,85.68
CV-0034969,P-006430,medical_payments,5000.0,800,34.36
CV-0034970,P-006431,liability_bi,50000.0,200,69.37
CV-0034971,P-006431,liability_pd,25000.0,400,28.88
CV-0034972,P-006431,collision,15000.0,400,35.29
CV-0034973,P-006431,comprehensive,15000.0,400,29.56
CV-0034974,P-006431,uninsured_motorist,25000.0,400,62.67
CV-0034975,P-006431,medical_payments,5000.0,800,30.09
CV-0034976,P-006432,liability_bi,50000.0,200,41.82
CV-0034977,P-006432,liability_pd,25000.0,400,34.74
CV-0034978,P-006432,collision,15000.0,0,29.0
CV-0034979,P-006432,comprehensive,15000.0,800,32.68
CV-0034980,P-006432,uninsured_motorist,25000.0,400,46.22
CV-0034981,P-006432,medical_payments,5000.0,400,30.7
CV-0034982,P-006433,liability_bi,50000.0,200,87.05
CV-0034983,P-006433,liability_pd,25000.0,400,32.67
CV-0034984,P-006433,collision,15000.0,400,43.14
CV-0034985,P-006433,comprehensive,15000.0,400,63.26
CV-0034986,P-006433,uninsured_motorist,25000.0,200,46.82
CV-0034987,P-006433,medical_payments,5000.0,200,35.14
CV-0034988,P-006434,dwelling,34127.9,250,46.92
CV-0034989,P-006434,other_structures,3412.79,1000,67.66
CV-0034990,P-006434,personal_property,6825.58,1000,71.54
CV-0034991,P-006434,loss_of_use,3412.79,1000,80.45
CV-0034992,P-006434,personal_liability,100000.0,500,52.56
CV-0034993,P-006434,medical_payments,5000.0,500,56.23
CV-0034994,P-006435,building,1397073.72,1000,148.29
CV-0034995,P-006435,contents,1083878.42,2500,338.33
CV-0034996,P-006435,business_interruption,558829.49,5000,396.06
CV-0034997,P-006435,equipment_breakdown,279414.74,2500,124.52
CV-0034998,P-006435,liability,250000.0,2500,275.32
CV-0034999,P-006436,dwelling,109021.51,250,101.47
CV-0035000,P-006436,other_structures,10902.15,1500,46.73
CV-0035001,P-006436,personal_property,21804.3,1000,81.63
CV-0035002,P-006436,loss_of_use,10902.15,1000,44.74
CV-0035003,P-006436,personal_liability,100000.0,1500,112.47
CV-0035004,P-006436,medical_payments,5000.0,500,88.0
CV-0035005,P-006437,liability_bi,50000.0,800,55.43
CV-0035006,P-006437,liability_pd,25000.0,200,100.29
CV-0035007,P-006437,collision,15000.0,400,41.75
CV-0035008,P-006437,comprehensive,15000.0,200,61.59
CV-0035009,P-006437,uninsured_motorist,25000.0,400,69.42
CV-0035010,P-006437,medical_payments,5000.0,400,79.86
CV-0035011,P-006438,dwelling,151740.44,1500,67.51
CV-0035012,P-006438,other_structures,15174.04,250,94.89
CV-0035013,P-006438,personal_property,30348.09,1000,147.64
CV-0035014,P-006438,loss_of_use,15174.04,1000,108.45
CV-0035015,P-006438,personal_liability,100000.0,500,68.21
CV-0035016,P-006438,medical_payments,5000.0,250,92.32
CV-0035017,P-006439,liability_bi,50000.0,200,35.59
CV-0035018,P-006439,liability_pd,25000.0,200,32.22
CV-0035019,P-006439,collision,15000.0,200,32.87
CV-0035020,P-006439,comprehensive,15000.0,400,48.04
CV-0035021,P-006439,uninsured_motorist,25000.0,200,71.55
CV-0035022,P-006439,medical_payments,5000.0,400,61.74
CV-0035023,P-006440,dwelling,118378.03,500,121.58
CV-0035024,P-006440,other_structures,11837.8,500,124.92
CV-0035025,P-006440,personal_property,23675.61,500,119.73
CV-0035026,P-006440,loss_of_use,11837.8,500,63.65
CV-0035027,P-006440,personal_liability,100000.0,500,106.7
CV-0035028,P-006440,medical_payments,5000.0,500,119.22
CV-0035029,P-006441,liability_bi,50000.0,400,65.86
CV-0035030,P-006441,liability_pd,25000.0,400,89.74
CV-0035031,P-006441,collision,15000.0,400,39.35
CV-0035032,P-006441,comprehensive,15000.0,200,31.66
CV-0035033,P-006441,uninsured_motorist,25000.0,400,68.15
CV-0035034,P-006441,medical_payments,5000.0,200,70.74
CV-0035035,P-006442,liability_bi,50000.0,400,39.24
CV-0035036,P-006442,liability_pd,25000.0,400,65.85
CV-0035037,P-006442,collision,15000.0,400,66.52
CV-0035038,P-006442,comprehensive,15000.0,800,90.66
CV-0035039,P-006442,uninsured_motorist,25000.0,800,38.59
CV-0035040,P-006442,medical_payments,5000.0,400,94.07
CV-0035041,P-006443,dwelling,42927.94,500,75.24
CV-0035042,P-006443,other_structures,4292.79,500,48.37
CV-0035043,P-006443,personal_property,8585.59,500,33.1
CV-0035044,P-006443,loss_of_use,4292.79,250,60.82
CV-0035045,P-006443,personal_liability,100000.0,1000,23.68
CV-0035046,P-006443,medical_payments,5000.0,250,75.07
CV-0035047,P-006444,liability_bi,50000.0,200,113.66
CV-0035048,P-006444,liability_pd,25000.0,0,71.17
CV-0035049,P-006444,collision,15000.0,200,45.57
CV-0035050,P-006444,comprehensive,15000.0,200,51.04
CV-0035051,P-006444,uninsured_motorist,25000.0,400,91.19
CV-0035052,P-006444,medical_payments,5000.0,400,112.24
CV-0035053,P-006445,dwelling,49904.18,500,85.32
CV-0035054,P-006445,other_structures,4990.42,1000,77.94
CV-0035055,P-006445,personal_property,9980.84,1000,73.22
CV-0035056,P-006445,loss_of_use,4990.42,500,62.23
CV-0035057,P-006445,personal_liability,100000.0,500,31.63
CV-0035058,P-006445,medical_payments,5000.0,1500,44.56
CV-0035059,P-006446,liability_bi,50000.0,200,95.31
CV-0035060,P-006446,liability_pd,25000.0,200,32.93
CV-0035061,P-006446,collision,15000.0,200,36.65
CV-0035062,P-006446,comprehensive,15000.0,400,80.88
CV-0035063,P-006446,uninsured_motorist,25000.0,400,98.64
CV-0035064,P-006446,medical_payments,5000.0,800,105.37
CV-0035065,P-006447,liability_bi,50000.0,400,17.49
CV-0035066,P-006447,liability_pd,25000.0,400,58.26
CV-0035067,P-006447,collision,15000.0,400,45.55
CV-0035068,P-006447,comprehensive,15000.0,400,45.12
CV-0035069,P-006447,uninsured_motorist,25000.0,800,20.71
CV-0035070,P-006447,medical_payments,5000.0,400,24.9
CV-0035071,P-006448,dwelling,91031.74,500,86.86
CV-0035072,P-006448,other_structures,9103.17,1500,46.08
CV-0035073,P-006448,personal_property,18206.35,1000,54.51
CV-0035074,P-006448,loss_of_use,9103.17,500,42.76
CV-0035075,P-006448,personal_liability,100000.0,500,42.16
CV-0035076,P-006448,medical_payments,5000.0,500,94.0
CV-0035077,P-006449,liability_bi,50000.0,200,44.41
CV-0035078,P-006449,liability_pd,25000.0,400,75.03
CV-0035079,P-006449,collision,15000.0,200,34.88
CV-0035080,P-006449,comprehensive,15000.0,200,53.15
CV-0035081,P-006449,uninsured_motorist,25000.0,800,42.18
CV-0035082,P-006449,medical_payments,5000.0,400,70.88
CV-0035083,P-006450,liability_bi,50000.0,400,88.18
CV-0035084,P-006450,liability_pd,25000.0,800,31.14
CV-0035085,P-006450,collision,15000.0,200,62.34
CV-0035086,P-006450,comprehensive,15000.0,200,46.83
CV-0035087,P-006450,uninsured_motorist,25000.0,200,85.19
CV-0035088,P-006450,medical_payments,5000.0,200,103.48
CV-0035089,P-006451,liability_bi,50000.0,800,47.19
CV-0035090,P-006451,liability_pd,25000.0,200,34.07
CV-0035091,P-006451,collision,15000.0,800,39.07
CV-0035092,P-006451,comprehensive,15000.0,800,84.34
CV-0035093,P-006451,uninsured_motorist,25000.0,200,69.65
CV-0035094,P-006451,medical_payments,5000.0,400,75.79
CV-0035095,P-006452,personal_property,35000.0,100,31.11
CV-0035096,P-006452,liability,50000.0,250,55.6
CV-0035097,P-006452,loss_of_use,5000.0,500,67.47
CV-0035098,P-006453,dwelling,168700.67,250,75.78
CV-0035099,P-006453,other_structures,16870.07,500,63.92
CV-0035100,P-006453,personal_property,33740.13,500,137.19
CV-0035101,P-006453,loss_of_use,16870.07,1500,66.15
CV-0035102,P-006453,personal_liability,100000.0,1500,86.96
CV-0035103,P-006453,medical_payments,5000.0,1500,118.79
CV-0035104,P-006454,dwelling,38620.09,1000,68.81
CV-0035105,P-006454,other_structures,3862.01,1500,71.65
CV-0035106,P-006454,personal_property,7724.02,500,52.64
CV-0035107,P-006454,loss_of_use,3862.01,1000,69.48
CV-0035108,P-006454,personal_liability,100000.0,250,35.49
CV-0035109,P-006454,medical_payments,5000.0,250,29.06
CV-0035110,P-006455,personal_property,15000.0,250,33.38
CV-0035111,P-006455,liability,50000.0,250,20.57
CV-0035112,P-006455,loss_of_use,5000.0,100,16.19
CV-0035113,P-006456,building,715055.92,10000,258.51
CV-0035114,P-006456,contents,836950.18,5000,283.59
CV-0035115,P-006456,business_interruption,286022.37,2500,117.18
CV-0035116,P-006456,equipment_breakdown,143011.18,2500,106.86
CV-0035117,P-006456,liability,250000.0,1000,131.91
CV-0035118,P-006457,dwelling,45556.64,500,51.69
CV-0035119,P-006457,other_structures,4555.66,250,24.61
CV-0035120,P-006457,personal_property,9111.33,500,49.31
CV-0035121,P-006457,loss_of_use,4555.66,500,57.03
CV-0035122,P-006457,personal_liability,100000.0,1000,30.65
CV-0035123,P-006457,medical_payments,5000.0,250,67.21
CV-0035124,P-006458,personal_property,25000.0,250,32.99
CV-0035125,P-006458,liability,50000.0,500,50.12
CV-0035126,P-006458,loss_of_use,5000.0,250,42.34
CV-0035127,P-006459,liability_bi,50000.0,0,52.97
CV-0035128,P-006459,liability_pd,25000.0,200,57.54
CV-0035129,P-006459,collision,15000.0,0,51.57
CV-0035130,P-006459,comprehensive,15000.0,800,95.05
CV-0035131,P-006459,uninsured_motorist,25000.0,0,70.24
CV-0035132,P-006459,medical_payments,5000.0,400,79.36
CV-0035133,P-006460,liability_bi,50000.0,200,48.21
CV-0035134,P-006460,liability_pd,25000.0,200,30.8
CV-0035135,P-006460,collision,15000.0,200,45.87
CV-0035136,P-006460,comprehensive,15000.0,200,51.49
CV-0035137,P-006460,uninsured_motorist,25000.0,800,65.71
